ENCODED_MCT,snapshot_date,sales_grade,visits_grade,unit_price_grade,revisit_ratio,new_customer_ratio,resident_ratio,worker_ratio,floating_ratio,delivery_ratio,industry_sales_change,trade_sales_change
225DC4C12C,2023-01-01,0.75,0.583,0.75,26.84,4.76,18.33401388321764,42.79297672519396,38.87300939158841,0.0,58.6,49.5
225DC4C12C,2023-02-01,0.75,0.583,0.75,27.71,4.76,4.8,47.6,47.6,0.0,59.0,50.2
225DC4C12C,2023-03-01,0.75,0.583,0.75,27.8,6.73,18.33401388321764,39.03634136382196,42.6296447529604,0.0,60.3,50.9
225DC4C12C,2023-04-01,0.75,0.417,0.75,28.96,9.95,18.33401388321764,46.63127807268273,35.03470804409963,0.0,60.6,50.7
225DC4C12C,2023-05-01,0.75,0.583,0.75,29.91,7.48,9.1,31.8,59.1,0.0,60.9,50.7
225DC4C12C,2023-06-01,0.75,0.583,0.75,32.2,5.85,15.8,31.6,52.6,0.0,61.4,50.8
225DC4C12C,2023-07-01,0.75,0.583,0.75,33.17,7.32,9.1,27.3,63.6,0.0,61.7,50.4
225DC4C12C,2023-08-01,0.75,0.583,0.75,32.69,7.21,16.683316683316683,27.772227772227776,55.54445554445555,0.0,61.7,50.0
225DC4C12C,2023-09-01,0.75,0.583,0.75,31.0,5.0,6.293706293706294,31.26873126873127,62.43756243756244,0.0,62.8,50.7
225DC4C12C,2023-10-01,0.75,0.583,0.75,29.47,5.26,15.4,30.8,53.8,0.0,64.3,51.3
225DC4C12C,2023-11-01,0.75,0.583,0.75,29.05,2.79,8.3,25.0,66.7,0.0,65.0,52.3
225DC4C12C,2023-12-01,0.75,0.583,0.75,28.25,8.47,20.0,40.0,40.0,0.0,66.2,53.1
225DC4C12C,2024-01-01,0.75,0.583,0.75,28.0,5.14,7.7,38.5,53.8,0.0,66.4,53.8
225DC4C12C,2024-02-01,0.75,0.583,0.75,25.73,2.92,18.33401388321764,48.99959167006941,32.66639444671294,0.0,67.4,54.4
225DC4C12C,2024-03-01,0.75,0.583,0.75,26.22,5.49,10.0,30.0,60.0,0.0,68.7,55.5
225DC4C12C,2024-04-01,0.75,0.583,0.75,26.67,5.33,10.0,40.0,50.0,0.0,70.8,56.6
225DC4C12C,2024-05-01,0.75,0.583,0.75,26.03,6.16,18.33401388321764,34.054716210698246,47.61126990608411,0.0,71.9,56.8
225DC4C12C,2024-06-01,0.75,0.583,0.75,22.86,7.14,18.33401388321764,47.61126990608411,34.054716210698246,0.0,72.9,57.5
225DC4C12C,2024-07-01,0.75,0.583,0.75,20.3,6.77,18.33401388321764,57.16619028174765,24.499795835034707,0.0,74.0,58.3
225DC4C12C,2024-08-01,0.75,0.583,0.917,23.39,6.45,18.33401388321764,27.19477337688852,54.47121273989384,0.0,75.0,58.3
225DC4C12C,2024-09-01,0.75,0.583,0.75,26.23,8.2,18.2,9.1,72.7,0.0,75.6,58.9
225DC4C12C,2024-10-01,0.917,0.75,0.75,25.66,0.88,16.82278006744099,8.242787560884226,74.93443237167479,0.0,76.5,59.1
225DC4C12C,2024-11-01,0.917,0.917,0.917,25.71,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,77.2,59.2
225DC4C12C,2024-12-01,0.917,0.917,0.917,25.84,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,77.7,59.8
2445E4D19D,2023-01-01,0.25,0.083,0.75,21.31,6.97,8.4,10.1,81.5,0.0,3.5,6.8
2445E4D19D,2023-02-01,0.25,0.083,0.583,21.3,6.24,9.6,11.0,79.4,0.0,3.6,7.0
2445E4D19D,2023-03-01,0.083,0.083,0.583,21.16,7.44,8.2,13.4,78.4,0.0,3.6,7.2
2445E4D19D,2023-04-01,0.083,0.083,0.583,21.6,7.89,7.5075075075075075,11.11111111111111,81.38138138138137,0.0,3.6,7.2
2445E4D19D,2023-05-01,0.083,0.083,0.583,21.22,9.4,9.3,11.2,79.5,0.0,3.5,7.0
2445E4D19D,2023-06-01,0.083,0.083,0.583,21.36,8.84,9.19080919080919,10.38961038961039,80.41958041958043,0.0,3.4,7.0
2445E4D19D,2023-07-01,0.083,0.083,0.583,21.1,7.74,10.6,10.5,78.9,0.0,3.4,7.0
2445E4D19D,2023-08-01,0.083,0.083,0.583,21.09,7.97,9.7,9.4,80.9,0.0,3.3,6.8
2445E4D19D,2023-09-01,0.083,0.083,0.583,20.89,7.78,10.789210789210788,7.892107892107891,81.31868131868131,0.0,3.2,6.7
2445E4D19D,2023-10-01,0.083,0.083,0.583,20.02,9.74,8.0,11.2,80.8,0.0,3.1,6.2
2445E4D19D,2023-11-01,0.083,0.083,0.583,19.6,7.34,9.0,12.6,78.4,0.0,3.3,6.0
2445E4D19D,2023-12-01,0.25,0.083,0.583,19.74,6.17,8.4,11.0,80.6,0.2,3.3,6.2
2445E4D19D,2024-01-01,0.25,0.083,0.583,19.38,6.27,10.4,13.2,76.4,0.0,3.3,6.4
2445E4D19D,2024-02-01,0.083,0.083,0.583,19.72,6.91,9.8,9.9,80.3,0.0,3.2,6.1
2445E4D19D,2024-03-01,0.083,0.083,0.583,19.65,8.72,10.0,9.6,80.4,0.0,3.1,5.9
2445E4D19D,2024-04-01,0.083,0.083,0.75,19.01,9.05,9.4,8.3,82.3,0.0,3.1,5.8
2445E4D19D,2024-05-01,0.083,0.083,0.583,18.86,9.04,8.4,9.5,82.1,0.0,3.0,5.6
2445E4D19D,2024-06-01,0.083,0.083,0.583,18.63,8.81,7.3,8.7,84.0,0.0,3.0,5.6
2445E4D19D,2024-07-01,0.083,0.083,0.583,18.34,7.72,6.0,10.2,83.8,0.0,3.0,5.5
2445E4D19D,2024-08-01,0.083,0.083,0.75,17.77,9.7,7.007007007007007,9.00900900900901,83.98398398398399,0.0,2.9,5.4
2445E4D19D,2024-09-01,0.083,0.083,0.583,17.72,7.41,9.7,8.7,81.6,0.0,2.9,5.4
2445E4D19D,2024-10-01,0.083,0.083,0.583,17.87,8.86,7.3,9.3,83.4,0.0,2.9,5.5
2445E4D19D,2024-11-01,0.083,0.083,0.583,17.61,8.27,6.6,10.7,82.7,0.0,2.8,5.3
2445E4D19D,2024-12-01,0.25,0.083,0.583,17.29,6.2,8.4,8.2,83.4,0.0,0.8,5.4
2485494277,2023-01-01,0.75,0.583,0.583,30.29,5.12,59.4,3.1,37.5,0.0,35.7,37.0
2485494277,2023-02-01,0.75,0.583,0.583,29.91,3.42,35.0,5.0,60.0,0.0,37.1,38.8
2485494277,2023-03-01,0.583,0.417,0.583,28.22,8.67,45.25474525474525,5.694305694305695,49.05094905094906,0.0,37.7,38.9
2485494277,2023-04-01,0.583,0.583,0.75,28.74,6.18,43.9,4.9,51.2,0.0,39.4,40.0
2485494277,2023-05-01,0.583,0.583,0.583,28.61,5.29,62.5,2.5,35.0,0.0,40.8,42.1
2485494277,2023-06-01,0.583,0.417,0.583,28.36,7.82,62.73726273726273,4.695304695304696,32.56743256743257,0.0,41.6,42.5
2485494277,2023-07-01,0.75,0.417,0.75,27.56,5.85,61.0,7.3,31.7,0.0,42.6,42.5
2485494277,2023-08-01,0.75,0.583,0.583,27.16,4.31,74.22577422577423,2.897102897102897,22.87712287712288,0.0,43.6,43.6
2485494277,2023-09-01,0.583,0.417,0.75,26.58,8.35,56.5,2.2,41.3,0.0,44.2,43.8
2485494277,2023-10-01,0.583,0.417,0.75,29.69,7.28,64.23576423576424,4.795204795204795,30.96903096903097,0.0,45.6,44.6
2485494277,2023-11-01,0.583,0.583,0.583,29.62,6.45,61.1,5.6,33.3,0.0,45.1,43.9
2485494277,2023-12-01,0.583,0.583,0.583,30.52,6.1,44.1,8.8,47.1,0.0,44.8,43.4
2485494277,2024-01-01,0.583,0.583,0.583,31.07,5.92,57.1,2.9,40.0,0.0,44.3,43.2
2485494277,2024-02-01,0.583,0.417,0.583,29.97,7.49,66.7,2.2,31.1,0.0,43.3,41.6
2485494277,2024-03-01,0.583,0.417,0.583,26.72,9.2,54.14585414585415,4.195804195804195,41.658341658341655,0.0,43.1,42.0
2485494277,2024-04-01,0.583,0.417,0.583,27.35,11.33,53.85385385385385,4.604604604604604,41.54154154154154,0.0,41.7,40.3
2485494277,2024-05-01,0.583,0.417,0.583,26.85,7.4,56.85685685685685,4.504504504504505,38.63863863863864,0.0,41.3,39.6
2485494277,2024-06-01,0.583,0.417,0.583,26.13,9.07,58.8,3.9,37.3,0.0,40.5,39.4
2485494277,2024-07-01,0.583,0.417,0.75,26.58,7.63,63.6,5.5,30.9,0.0,39.4,38.4
2485494277,2024-08-01,0.583,0.417,0.75,27.91,7.24,56.24375624375625,6.293706293706294,37.46253746253746,0.0,38.6,37.8
2485494277,2024-09-01,0.583,0.417,0.583,26.55,8.25,55.344655344655344,5.394605394605395,39.26073926073926,0.0,38.4,37.6
2485494277,2024-10-01,0.583,0.417,0.75,25.62,9.36,54.2,3.4,42.4,0.0,37.9,36.8
2485494277,2024-11-01,0.583,0.417,0.75,26.72,6.13,63.43656343656344,5.794205794205794,30.76923076923077,0.0,37.8,36.6
2485494277,2024-12-01,0.583,0.417,0.583,26.73,4.21,62.5,5.0,32.5,0.0,32.8,36.1
24F5384BB4,2023-04-01,0.583,0.417,0.583,7.94,7.28,1.7,1.7,96.6,0.0,75.8,59.8
24F5384BB4,2023-05-01,0.25,0.25,0.583,4.51,74.18,3.303303303303303,2.2022022022022023,94.49449449449448,0.0,51.8,45.7
24F5384BB4,2023-06-01,0.417,0.25,0.583,4.81,38.23,2.7,2.0,95.3,0.0,40.6,39.2
24F5384BB4,2023-07-01,0.417,0.417,0.583,5.34,21.94,0.9,0.9,98.2,0.0,34.5,34.8
24F5384BB4,2023-08-01,0.417,0.417,0.583,5.91,14.53,2.2,5.6,92.2,0.0,30.8,32.6
24F5384BB4,2023-09-01,0.583,0.417,0.583,6.4,9.76,7.7,3.1,89.2,0.0,28.3,31.4
24F5384BB4,2023-10-01,0.583,0.583,0.583,6.35,7.48,1.898101898101898,5.594405594405594,92.5074925074925,0.0,26.4,30.4
24F5384BB4,2023-11-01,0.583,0.583,0.583,6.23,5.97,6.7,2.2,91.1,0.0,24.5,29.6
24F5384BB4,2023-12-01,0.417,0.417,0.583,6.24,11.19,6.2,4.1,89.7,0.0,21.9,28.0
24F5384BB4,2024-01-01,0.417,0.417,0.583,6.83,9.39,1.0989010989010988,4.295704295704296,94.6053946053946,0.0,19.4,26.6
24F5384BB4,2024-02-01,0.583,0.417,0.583,6.92,7.32,2.3423423423423424,9.90990990990991,87.74774774774775,0.0,17.8,25.4
24F5384BB4,2024-03-01,0.417,0.417,0.583,6.57,7.76,3.6,4.8,91.6,0.0,15.9,23.9
24F5384BB4,2024-04-01,0.417,0.417,0.583,6.07,7.58,2.3976023976023977,5.894105894105895,91.70829170829172,0.0,15.5,23.7
24F5384BB4,2024-05-01,0.583,0.417,0.583,5.7,7.07,2.997002997002997,7.492507492507492,89.5104895104895,0.0,17.8,25.5
24F5384BB4,2024-06-01,0.583,0.583,0.583,5.06,5.93,7.292707292707293,5.494505494505495,87.21278721278722,0.0,20.3,27.4
24F5384BB4,2024-07-01,0.583,0.417,0.583,4.96,8.0,18.33401388321764,2.3683135973866887,79.29767251939568,0.0,21.6,28.0
24F5384BB4,2024-08-01,0.583,0.417,0.583,5.4,8.27,1.3,3.9,94.8,0.0,22.3,28.4
24F5384BB4,2024-09-01,0.583,0.417,0.583,4.91,7.77,1.4014014014014011,7.207207207207208,91.3913913913914,0.0,22.5,28.2
24F5384BB4,2024-10-01,0.583,0.417,0.583,4.74,7.33,4.504504504504505,1.5015015015015014,93.993993993994,0.0,22.3,28.1
24F5384BB4,2024-11-01,0.583,0.583,0.583,4.13,5.58,10.4,2.1,87.5,0.0,22.4,28.2
24F5384BB4,2024-12-01,0.583,0.417,0.583,4.57,8.57,2.5974025974025974,2.5974025974025974,94.8051948051948,0.0,19.1,28.6
255821302B,2023-01-01,0.417,0.083,0.75,15.06,6.7,27.9,7.4,64.7,0.9,4.8,16.7
255821302B,2023-02-01,0.417,0.083,0.75,15.05,6.34,26.7,8.0,65.3,1.0,4.7,16.8
255821302B,2023-03-01,0.25,0.083,0.75,15.17,7.37,24.4,8.1,67.5,0.0,4.8,17.0
255821302B,2023-04-01,0.25,0.083,0.75,15.1,7.42,24.6,6.0,69.4,0.0,4.7,16.6
255821302B,2023-05-01,0.25,0.083,0.75,15.11,8.39,28.3,8.6,63.1,0.8,4.7,16.7
255821302B,2023-06-01,0.25,0.083,0.75,15.11,8.13,27.9,8.9,63.2,0.0,4.5,16.6
255821302B,2023-07-01,0.25,0.083,0.75,15.32,9.02,30.5,8.3,61.2,0.0,4.5,16.5
255821302B,2023-08-01,0.25,0.083,0.75,15.53,8.3,29.37062937062937,7.492507492507492,63.13686313686314,0.0,4.6,16.8
255821302B,2023-09-01,0.25,0.083,0.75,15.72,7.65,28.9,7.6,63.5,0.0,4.6,17.2
255821302B,2023-10-01,0.25,0.083,0.75,15.76,7.36,30.1,7.5,62.4,0.3,4.5,17.3
255821302B,2023-11-01,0.25,0.083,0.75,15.6,6.72,26.926926926926924,8.708708708708707,64.36436436436436,1.4,4.4,17.2
255821302B,2023-12-01,0.25,0.083,0.75,15.92,6.96,27.07292707292708,5.894105894105895,67.03296703296702,0.4,4.4,17.5
255821302B,2024-01-01,0.417,0.083,0.75,15.85,6.24,28.128128128128125,8.708708708708707,63.16316316316316,0.4,4.4,17.6
255821302B,2024-02-01,0.417,0.083,0.75,15.55,6.51,31.1,7.5,61.4,0.5,4.4,17.7
255821302B,2024-03-01,0.25,0.083,0.75,15.12,8.49,27.5,7.6,64.9,0.0,4.4,17.5
255821302B,2024-04-01,0.417,0.083,0.75,15.06,7.38,31.8,8.7,59.5,1.3,4.4,17.7
255821302B,2024-05-01,0.25,0.083,0.75,14.72,8.0,31.4,8.5,60.1,0.6,4.5,17.8
255821302B,2024-06-01,0.25,0.083,0.75,14.79,9.22,28.9,7.1,64.0,0.6,4.3,17.9
255821302B,2024-07-01,0.25,0.083,0.75,14.9,9.9,34.46553446553447,6.993006993006993,58.54145854145855,1.1,4.2,17.9
255821302B,2024-08-01,0.417,0.083,0.75,15.12,6.27,32.2,7.4,60.4,1.0,4.4,17.9
255821302B,2024-09-01,0.25,0.083,0.75,15.13,9.02,30.0,9.0,61.0,0.0,4.3,17.9
255821302B,2024-10-01,0.25,0.083,0.75,15.27,7.71,32.2,6.5,61.3,0.0,4.3,17.9
255821302B,2024-11-01,0.25,0.083,0.75,14.99,7.38,30.1,8.5,61.4,0.7,4.3,17.1
255821302B,2024-12-01,0.25,0.083,0.75,14.97,7.07,28.2,7.4,64.4,0.5,3.6,16.9
268A868E38,2023-01-01,0.25,0.25,0.417,19.03,6.72,24.1,18.1,57.8,0.0,13.6,25.0
268A868E38,2023-02-01,0.583,0.417,0.75,18.79,5.32,9.290709290709293,18.581418581418585,72.12787212787212,0.0,13.6,24.9
268A868E38,2023-03-01,0.583,0.25,0.75,18.66,7.88,10.4,20.7,68.9,0.0,13.3,24.8
268A868E38,2023-04-01,0.583,0.25,0.75,17.71,7.62,12.6,11.8,75.6,0.0,13.4,24.7
268A868E38,2023-05-01,0.25,0.25,0.583,17.12,11.99,20.1,15.9,64.0,0.0,10.6,22.3
268A868E38,2023-06-01,0.417,0.25,0.75,16.53,10.97,9.7,15.6,74.7,0.0,10.4,21.9
268A868E38,2023-07-01,0.417,0.25,0.75,15.2,9.92,14.7,12.4,72.9,0.0,10.2,21.3
268A868E38,2023-08-01,0.417,0.25,0.75,15.13,12.42,14.0,12.6,73.4,0.0,10.2,21.7
268A868E38,2023-09-01,0.25,0.25,0.583,15.37,9.36,15.0,14.4,70.6,0.0,8.7,20.1
268A868E38,2023-10-01,0.417,0.25,0.75,14.46,12.06,9.0,9.9,81.1,0.0,8.1,19.7
268A868E38,2023-11-01,0.417,0.25,0.75,13.88,6.71,14.8,17.6,67.6,0.0,9.7,21.6
268A868E38,2023-12-01,0.25,0.25,0.417,13.55,8.04,15.684315684315685,12.687312687312687,71.62837162837164,0.0,7.6,19.6
268A868E38,2024-01-01,0.417,0.25,0.75,13.36,6.03,17.2,17.2,65.6,0.0,8.7,20.8
268A868E38,2024-02-01,0.417,0.25,0.583,13.3,5.42,14.4,13.6,72.0,0.0,8.3,20.2
268A868E38,2024-03-01,0.417,0.25,0.75,12.75,10.5,10.4,14.7,74.9,0.0,7.8,19.4
268A868E38,2024-04-01,0.417,0.25,0.75,12.57,8.36,13.1,14.8,72.1,0.0,7.4,18.6
268A868E38,2024-05-01,0.417,0.25,0.75,12.62,5.8,13.7,16.5,69.8,0.0,9.1,20.4
268A868E38,2024-06-01,0.417,0.25,0.75,12.73,7.83,13.1,16.6,70.3,0.0,9.0,20.3
268A868E38,2024-07-01,0.417,0.25,0.75,12.77,7.76,13.5,19.4,67.1,0.0,9.0,20.0
268A868E38,2024-08-01,0.417,0.25,0.75,13.32,6.9,12.212212212212211,15.615615615615615,72.17217217217218,0.0,9.2,20.2
268A868E38,2024-09-01,0.583,0.25,0.75,13.22,6.2,12.21221221221221,13.713713713713712,74.07407407407408,0.0,11.0,22.3
268A868E38,2024-10-01,0.417,0.25,0.75,13.12,9.12,10.2,11.4,78.4,0.0,11.5,22.2
268A868E38,2024-11-01,0.25,0.25,0.583,13.4,7.51,19.0,13.3,67.7,0.0,10.2,20.8
268A868E38,2024-12-01,0.417,0.25,0.583,13.29,6.64,10.0,11.5,78.5,0.0,10.7,22.8
26ACE594E8,2023-01-01,0.583,0.417,0.75,25.88,4.86,22.8,20.7,56.5,0.0,34.4,58.1
26ACE594E8,2023-02-01,0.583,0.417,0.75,25.69,6.57,26.8,19.6,53.6,0.0,34.8,58.5
26ACE594E8,2023-03-01,0.583,0.25,0.75,24.51,8.89,22.3,16.5,61.2,0.0,34.4,58.5
26ACE594E8,2023-04-01,0.583,0.25,0.75,24.39,7.84,25.37462537462537,18.48151848151848,56.14385614385616,0.0,34.2,58.7
26ACE594E8,2023-05-01,0.583,0.417,0.75,25.35,6.26,30.3,17.4,52.3,0.0,34.6,59.8
26ACE594E8,2023-06-01,0.583,0.417,0.75,25.64,5.85,28.8,19.8,51.4,0.0,34.4,59.8
26ACE594E8,2023-07-01,0.583,0.417,0.75,25.92,5.0,26.326326326326328,16.816816816816814,56.85685685685685,0.0,34.6,59.2
26ACE594E8,2023-08-01,0.583,0.417,0.75,26.88,5.54,28.2,24.7,47.1,0.0,34.8,58.8
26ACE594E8,2023-09-01,0.583,0.25,0.75,26.58,8.69,24.4,23.0,52.6,0.0,34.7,59.0
26ACE594E8,2023-10-01,0.583,0.25,0.75,27.27,8.78,20.87912087912088,20.87912087912088,58.24175824175825,0.0,34.4,58.5
26ACE594E8,2023-11-01,0.583,0.25,0.75,27.18,6.69,22.1,23.9,54.0,0.0,34.7,57.4
26ACE594E8,2023-12-01,0.583,0.25,0.75,28.56,6.26,23.0,26.2,50.8,0.0,34.2,58.0
26ACE594E8,2024-01-01,0.583,0.417,0.75,28.42,5.34,27.47252747252747,30.76923076923077,41.75824175824176,0.0,34.1,57.6
26ACE594E8,2024-02-01,0.583,0.417,0.75,28.96,5.49,22.2,28.9,48.9,0.0,34.0,56.5
26ACE594E8,2024-03-01,0.583,0.25,0.75,28.82,8.88,33.1,17.3,49.6,0.0,33.9,55.7
26ACE594E8,2024-04-01,0.583,0.25,0.75,29.24,9.28,24.7,23.3,52.0,0.0,33.6,54.9
26ACE594E8,2024-05-01,0.583,0.25,0.75,29.14,6.94,20.17982017982018,23.37662337662337,56.44355644355644,0.0,33.1,54.2
26ACE594E8,2024-06-01,0.583,0.417,0.75,29.09,5.71,24.3,18.9,56.8,0.0,33.1,53.7
26ACE594E8,2024-07-01,0.583,0.25,0.75,28.34,7.43,28.3,15.9,55.8,0.0,32.3,52.9
26ACE594E8,2024-08-01,0.583,0.417,0.75,29.43,6.01,23.4,22.4,54.2,0.0,31.9,52.0
26ACE594E8,2024-09-01,0.583,0.417,0.75,29.1,6.88,32.0,14.6,53.4,0.0,32.1,52.3
26ACE594E8,2024-10-01,0.583,0.417,0.75,30.33,6.09,37.76223776223776,8.191808191808192,54.04595404595405,0.0,32.6,52.3
26ACE594E8,2024-11-01,0.583,0.25,0.75,30.77,7.26,30.8,17.1,52.1,0.0,32.4,52.2
26ACE594E8,2024-12-01,0.583,0.25,0.75,30.69,8.03,27.57242757242758,19.68031968031968,52.74725274725275,0.0,23.7,52.3
2716FFD10A,2023-01-01,0.75,0.583,0.583,24.93,6.52,20.042492917847028,9.135977337110484,70.8215297450425,7.5,48.7,47.1
2716FFD10A,2023-02-01,0.583,0.583,0.583,26.1,9.89,20.042492917847028,9.135977337110484,70.8215297450425,4.5,47.9,46.8
2716FFD10A,2023-03-01,0.583,0.417,0.583,26.37,13.93,20.042492917847028,9.135977337110484,70.8215297450425,7.1,46.1,45.5
2716FFD10A,2023-04-01,0.583,0.417,0.583,25.12,13.02,20.042492917847028,9.135977337110484,70.8215297450425,6.0,44.8,44.7
2716FFD10A,2023-05-01,0.583,0.417,0.583,25.61,10.15,22.0576773187841,1.0911925175370227,76.85113016367889,1.2,43.6,44.2
2716FFD10A,2023-06-01,0.583,0.417,0.583,25.27,7.03,22.0576773187841,1.5588464536243178,76.38347622759157,6.4,43.7,44.1
2716FFD10A,2023-07-01,0.583,0.583,0.583,24.24,6.11,20.042492917847028,9.135977337110484,70.8215297450425,2.8,43.8,43.5
2716FFD10A,2023-08-01,0.583,0.583,0.583,24.94,3.53,20.042492917847028,9.135977337110484,70.8215297450425,8.5,43.6,43.4
2716FFD10A,2023-09-01,0.75,0.583,0.583,26.2,3.64,20.042492917847028,9.135977337110484,70.8215297450425,13.4,43.8,43.7
2716FFD10A,2023-10-01,0.917,0.917,0.917,26.38,6.84,30.545062061521858,13.869400971397733,55.58553696708041,0.0,45.4,44.7
2716FFD10A,2023-11-01,0.75,0.583,0.75,25.61,4.63,26.3,21.1,52.6,4.4,46.0,44.9
2716FFD10A,2023-12-01,0.75,0.417,0.75,25.63,5.53,24.124124124124123,17.217217217217215,58.65865865865866,0.0,46.6,45.1
2716FFD10A,2024-01-01,0.583,0.417,0.75,26.01,6.31,16.7,22.2,61.1,0.0,46.6,45.1
2716FFD10A,2024-02-01,0.75,0.583,0.75,26.02,1.9,38.1,19.0,42.9,14.5,48.1,45.4
2716FFD10A,2024-03-01,0.583,0.417,0.75,26.74,9.01,26.2,35.7,38.1,11.8,49.3,46.3
2716FFD10A,2024-04-01,0.75,0.583,0.75,26.71,4.89,31.26873126873127,24.975024975024976,43.75624375624376,8.9,51.7,47.5
2716FFD10A,2024-05-01,0.583,0.417,0.75,28.2,5.26,28.6,32.1,39.3,2.6,53.7,48.3
2716FFD10A,2024-06-01,0.583,0.583,0.583,28.51,11.24,17.1,24.4,58.5,0.0,54.1,48.1
2716FFD10A,2024-07-01,0.75,0.583,0.75,29.66,9.32,37.5,21.9,40.6,3.3,54.9,48.5
2716FFD10A,2024-08-01,0.583,0.417,0.75,29.55,13.36,24.5,18.4,57.1,4.5,54.0,47.6
2716FFD10A,2024-09-01,0.583,0.583,0.583,28.27,7.59,22.2,18.5,59.3,13.3,53.6,46.7
2716FFD10A,2024-10-01,0.583,0.583,0.583,28.85,6.32,29.2,12.5,58.3,20.4,51.7,45.2
2716FFD10A,2024-11-01,0.583,0.417,0.75,27.94,11.03,26.3,23.7,50.0,17.6,51.1,44.8
2716FFD10A,2024-12-01,0.583,0.583,0.583,28.16,7.22,29.02902902902903,16.116116116116117,54.85485485485485,18.3,43.6,45.1
274F7C9F52,2023-01-01,0.583,0.25,0.75,36.51,4.39,17.0,24.5,58.5,3.5,20.8,26.7
274F7C9F52,2023-02-01,0.417,0.25,0.75,38.03,5.4,19.1,22.7,58.2,0.9,21.1,27.0
274F7C9F52,2023-03-01,0.417,0.25,0.75,37.33,8.31,17.117117117117118,25.725725725725724,57.15715715715716,4.2,21.2,27.5
274F7C9F52,2023-04-01,0.417,0.25,0.75,36.99,7.77,12.8,28.8,58.4,0.0,21.1,27.2
274F7C9F52,2023-05-01,0.583,0.25,0.75,35.53,6.79,19.5,22.7,57.8,1.7,21.4,27.2
274F7C9F52,2023-06-01,0.583,0.25,0.75,35.43,4.8,21.2,22.2,56.6,0.0,22.0,27.6
274F7C9F52,2023-07-01,0.583,0.25,0.75,35.59,5.21,20.0,24.8,55.2,6.8,22.9,28.7
274F7C9F52,2023-08-01,0.417,0.25,0.75,33.69,9.44,14.1,25.9,60.0,3.0,22.7,28.7
274F7C9F52,2023-09-01,0.417,0.25,0.583,33.68,9.43,18.3,27.5,54.2,0.8,22.0,27.9
274F7C9F52,2023-10-01,0.583,0.25,0.75,33.13,6.31,19.7,27.0,53.3,0.0,22.1,28.5
274F7C9F52,2023-11-01,0.417,0.25,0.583,34.36,6.17,18.61861861861862,25.425425425425423,55.95595595595595,0.0,22.3,28.0
274F7C9F52,2023-12-01,0.583,0.25,0.75,34.13,6.61,22.3,25.0,52.7,0.0,22.7,27.6
274F7C9F52,2024-01-01,0.417,0.25,0.75,33.97,6.79,25.2,21.6,53.2,0.0,22.5,27.3
274F7C9F52,2024-02-01,0.417,0.25,0.75,32.24,11.71,13.286713286713288,17.482517482517483,69.23076923076923,0.0,21.7,26.5
274F7C9F52,2024-03-01,0.417,0.25,0.75,32.54,7.32,13.1,25.4,61.5,0.0,21.8,26.5
274F7C9F52,2024-04-01,0.417,0.25,0.75,32.16,7.55,17.7,27.7,54.6,0.0,21.6,26.6
274F7C9F52,2024-05-01,0.417,0.25,0.75,32.26,6.24,21.07892107892108,27.172827172827173,51.74825174825175,0.0,21.6,26.3
274F7C9F52,2024-06-01,0.417,0.25,0.75,33.2,5.18,13.5,27.9,58.6,0.0,21.1,25.6
274F7C9F52,2024-07-01,0.417,0.25,0.75,33.17,6.11,25.6,29.8,44.6,0.0,20.8,25.4
274F7C9F52,2024-08-01,0.417,0.083,0.75,32.98,9.79,13.913913913913914,23.623623623623622,62.46246246246245,0.0,20.2,24.5
274F7C9F52,2024-09-01,0.417,0.25,0.75,32.54,7.42,20.9,22.3,56.8,0.0,20.7,25.0
274F7C9F52,2024-10-01,0.417,0.083,0.75,32.65,7.58,18.1,28.2,53.7,0.0,20.2,24.4
274F7C9F52,2024-11-01,0.417,0.083,0.75,30.21,11.22,17.782217782217785,18.781218781218783,63.43656343656344,0.0,19.6,23.6
274F7C9F52,2024-12-01,0.417,0.083,0.75,30.17,6.07,23.72372372372372,20.12012012012012,56.15615615615616,0.0,11.1,23.1
28DC0855AC,2023-01-01,0.75,0.583,0.75,42.86,4.76,50.0,33.3,16.7,0.0,77.5,64.4
28DC0855AC,2023-02-01,0.75,0.583,0.75,39.13,8.7,54.054054054054056,9.90990990990991,36.03603603603604,0.0,76.8,64.3
28DC0855AC,2023-03-01,0.75,0.75,0.75,36.73,12.24,37.5,12.5,50.0,0.0,76.1,63.7
28DC0855AC,2023-04-01,0.75,0.75,0.75,36.73,6.12,40.0,20.0,40.0,0.0,76.2,64.2
28DC0855AC,2023-05-01,0.75,0.75,0.75,36.73,4.08,50.0,16.7,33.3,0.0,76.9,64.7
28DC0855AC,2023-06-01,0.75,0.75,0.75,36.0,4.0,40.0,20.0,40.0,0.0,77.0,64.1
28DC0855AC,2023-07-01,0.917,0.75,0.75,32.61,2.17,33.33333333333333,33.33333333333333,33.33333333333333,0.0,78.9,65.4
28DC0855AC,2023-08-01,0.75,0.75,0.75,34.88,6.98,50.0,33.3,16.7,0.0,79.7,66.7
28DC0855AC,2023-09-01,0.75,0.75,0.75,38.46,7.28,54.054054054054056,9.90990990990991,36.03603603603604,0.0,80.0,66.4
