ENCODED_MCT,snapshot_date,TRADE_AREA,is_chain,has_delivery,MCT_OPE_MONTHS,MCT_OPE_MONTHS_QUANTILE,MCT_OPE_MONTHS_NORMALIZED,MCT_OPE_MS_GRADE,RC_UNIT_PRICE_RATIO,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_AV_NP_AT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,DLV_SAA_RAT,DLV_SAA_RAT_LOG,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,INDUSTRY_SALES_RATIO_NORM,INDUSTRY_STORES_RATIO_NORM,LOYALTY_SCORE,LOYALTY_SCORE_DELTA,AGE30_GENDER_DIFF,cluster
74E2CC9A6B,2025-10-04,미분류,0,0,8,1,0.0232558139534883,0.75,4,0.25,0.083,0.75,21.8,27.8,17.1,8.6,0.0,0.0,6.5136,12.036,11.328,10.2896,7.0328,7.2864,13.464,12.672,11.5104,7.8672,34.59,7.33,57.75775775775776,5.205205205205205,37.03703703703704,49.99249127833099,50.00346556384723,27.26,27.260000000000005,-1.428,3
B5AFB737F5,2025-10-04,한양대,0,0,57,4,0.1860465116279069,0.417,1,0.417,0.25,0.75,11.9,40.2,18.0,11.3,0.0,0.0,21.77999999999999,8.094899999999997,1.9601999999999995,3.4485,1.0163999999999995,38.21999999999999,14.205099999999996,3.439799999999999,6.051499999999998,1.7835999999999994,17.18,7.36,26.2,7.6,66.2,75.15826074902387,76.88930989071922,9.82,9.82,-6.1102,0
2445E4D19D,2025-10-04,성수,0,0,78,4,0.2558139534883721,0.417,3,0.25,0.083,0.583,0.8,5.4,18.0,7.8,0.0,0.0,14.686813186813186,17.8021978021978,4.45054945054945,2.468031968031968,1.0924075924075922,21.57692307692308,26.15384615384615,6.538461538461537,3.625874125874125,1.6048951048951048,17.29,6.2,8.4,8.2,83.4,96.5731349490562,91.44410045514404,11.09,11.09,-8.36,0
2EAE67C0B4,2025-10-04,장한평자동차,1,1,13,2,0.0398671096345514,0.75,2,0.417,0.083,0.75,7.1,7.6,18.0,6.7,4.5,1.704748092,16.033033033033036,22.558758758758763,9.9011011011011,6.131931931931932,1.5751751751751752,12.495495495495495,17.581381381381384,7.716516516516517,4.778978978978979,1.2276276276276277,41.66,5.83,18.6,23.6,57.8,81.2380149250283,89.85802740105815,35.83,35.83,4.9724,0
4A42915A44,2025-10-04,뚝섬,0,0,20,2,0.0631229235880398,0.75,2,0.417,0.083,0.75,6.0,17.3,18.0,9.0,0.0,0.0,12.8402,25.562600000000003,11.6622,6.7146,2.1204,8.9598,17.8374,8.1378,4.6854,1.4796,45.19,3.87,20.4,28.4,51.2,82.62943880969434,93.61585379941316,41.32,41.32,7.7252,0
4A01501171,2025-10-04,뚝섬,0,1,6,1,0.0166112956810631,0.917,1,0.583,0.25,0.75,36.8,40.9,18.0,9.0,4.4,1.686398954,21.628200000000003,21.221400000000003,13.695600000000002,9.017400000000002,2.2374000000000005,10.271800000000002,10.078600000000002,6.504400000000002,4.282600000000001,1.0626000000000002,50.5,9.9,17.117117117117118,27.127127127127125,55.75575575575576,32.281727237021464,67.87422313610423,40.6,40.6,11.1428,0
5974B075AD,2025-10-04,미분류,0,0,59,4,0.1926910299003322,0.417,1,0.583,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,7.678478478478477,9.153153153153152,12.102502502502505,12.916116116116116,8.94974974974975,7.436636636636636,8.864864864864865,11.72132132132132,12.509309309309309,8.667867867867868,32.96,7.3,18.5,11.1,70.4,49.99249127833099,50.00346556384723,25.66,25.66,0.288,3
89F36844AE,2025-10-04,미분류,1,0,67,4,0.2192691029900332,0.417,1,0.583,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,4.6030030030030025,10.932132132132132,9.78138138138138,10.45265265265265,12.130830830830831,5.006606606606606,11.89069069069069,10.639039039039035,11.369169169169169,13.194494494494494,27.08,7.48,39.0,11.0,50.0,49.99249127833099,50.00346556384723,19.6,19.6,-0.9576,3
1F4203EA83,2025-10-04,미분류,0,0,45,3,0.1461794019933555,0.583,1,0.75,0.583,0.75,21.8,27.8,17.1,8.6,0.0,0.0,4.2044,16.2235,12.8874,7.5405,4.8442,4.9956,19.2765,15.312599999999998,8.9595,5.7558,30.46,1.72,82.31768231768231,5.894105894105894,11.788211788211788,49.99249127833099,50.00346556384723,28.74,28.74,-3.053,3
BFDC273AED,2025-10-04,성수,0,0,66,4,0.2159468438538206,0.417,2,0.417,0.083,0.75,9.6,21.2,18.0,7.8,0.0,0.0,7.134034034034034,17.98248248248248,14.56286286286286,12.440340340340338,6.78028028028028,4.978078078078077,12.548048048048049,10.16186186186186,8.68078078078078,4.73123123123123,39.36,4.32,49.5,10.4,40.1,71.5072892359587,86.60906129427258,35.04,35.04,5.429,3
F2207F8023,2025-10-04,성수,0,0,27,2,0.0863787375415282,0.583,4,0.417,0.25,0.583,9.8,21.3,18.0,7.8,0.0,0.0,13.257,9.666,1.89,1.6469999999999998,0.54,35.843,26.134,5.11,4.453,1.46,10.66,7.97,5.694305694305695,9.69030969030969,84.61538461538463,77.73375228149621,68.08042418501489,2.69,2.6900000000000004,-16.468,0
F58CA84077,2025-10-04,성수,0,1,14,2,0.0431893687707641,0.75,4,0.25,0.083,0.583,4.5,15.1,18.0,7.8,2.5,1.252762968,14.335499999999998,9.917999999999996,1.995,1.767,0.4844999999999999,35.964499999999994,24.882,5.004999999999999,4.433,1.2155,16.27,11.18,4.3,8.4,87.3,94.01959198761638,83.25612827206986,5.09,5.09,-14.964,0
34ADC7D5B3,2025-10-04,장한평자동차,0,0,13,2,0.0398671096345514,0.75,6,0.75,0.583,0.75,54.0,38.5,18.0,6.7,0.0,0.0,3.7004,10.1761,9.6715,24.0526,36.4994,0.6996,1.9239,1.8285,4.5474,6.9006,20.65,5.26,8.308308308308309,33.33333333333333,58.358358358358366,13.795832081879722,17.840722685580946,15.39,15.39,8.2522,3
869C372EFC,2025-10-04,옥수,0,0,197,6,0.6511627906976745,0.083,1,0.75,0.75,0.417,73.1,63.8,18.0,7.4,0.0,0.0,3.333,2.574,3.333,3.0195,4.2405,16.867,13.025999999999998,16.867,15.2805,21.4595,19.77,8.14,30.0,9.90990990990991,60.0900900900901,14.270036734976784,10.237853198715433,11.63,11.63,-10.452,3
9042A5401C,2025-10-04,장한평자동차,0,1,75,4,0.2458471760797342,0.417,5,0.583,0.417,0.583,34.0,24.8,18.0,6.7,76.6,4.351567427,13.003896103896103,22.743656343656347,7.16003996003996,7.16003996003996,2.6323676323676324,11.67142857142857,20.41318681318681,6.426373626373627,6.426373626373627,2.362637362637363,26.55,8.51,16.3,18.4,65.3,29.048356167548462,25.623801492502828,18.04,18.04,2.3328,1
B437763A97,2025-10-04,미분류,0,0,6,1,0.0166112956810631,0.917,5,0.583,0.417,0.583,21.8,27.8,17.1,8.6,0.0,0.0,12.9204,9.5739,2.8518,1.8042,1.9497,31.4796,23.3261,6.9482,4.3958,4.7503,4.89,34.67,2.5,10.0,87.5,49.99249127833099,50.00346556384723,-29.78,-29.78,-13.7522,2
D2E6E383CD,2025-10-04,성수,1,1,41,3,0.132890365448505,0.583,1,0.583,0.25,0.75,15.5,25.6,18.0,7.8,29.8,3.42751469,17.2744,24.0996,9.8452,6.5232,2.6576,11.3256,15.8004,6.4548,4.2768,1.7424,30.09,3.85,36.63663663663664,17.417417417417415,45.94594594594594,64.75983642538641,77.13594251784765,26.24,26.24,8.2992,0
79EBBF0E89,2025-10-04,미분류,0,0,34,3,0.1096345514950166,0.583,1,0.917,0.75,0.917,21.8,27.8,17.1,8.6,0.0,0.0,3.6432,15.6354,23.9085,20.6448,12.068099999999998,1.1567999999999998,4.964599999999999,7.591499999999998,6.555199999999998,3.831899999999999,48.72,7.28,12.569988801791713,55.99104143337066,31.438969764837623,49.99249127833099,50.00346556384723,48.72,41.44,10.6708,3
F7E9A69F8D,2025-10-04,미분류,0,0,10,1,0.0299003322259136,0.75,1,0.75,0.583,0.417,21.8,27.8,17.1,8.6,0.0,0.0,12.807692307692305,27.278721278721275,11.477022977022974,2.994005994005993,0.9425574425574424,10.269230769230768,21.872127872127862,9.2022977022977,2.4005994005994,0.7557442557442555,24.91,3.16,11.1,22.2,66.7,49.99249127833099,50.00346556384723,21.75,21.75,5.412,0
EA5FAE889A,2025-10-04,한양대,0,1,68,4,0.2225913621262458,0.417,3,0.417,0.25,0.75,10.1,38.3,18.0,11.3,2.3,1.193922468,27.944,9.3313,4.0419,6.8862,1.6966,28.056000000000004,9.3687,4.0581,6.9138,1.7034,42.26,5.65,41.1,10.6,48.3,72.87445417369406,79.19564263105607,36.61,36.61,-0.0374,0
E0A583DB58,2025-10-04,금남시장,0,0,32,3,0.1029900332225913,0.583,1,0.75,0.583,0.75,52.5,50.4,18.0,8.9,0.0,0.0,4.9337337337337335,11.919119119119118,12.163363363363365,11.723723723723722,8.06006006006006,5.176376376376376,12.505305305305306,12.76156156156156,12.3003003003003,8.456456456456458,23.1,6.27,39.4,12.1,48.5,15.735392648383892,19.09872236212832,16.83,16.830000000000002,-0.5856,3
81C425F47D,2025-10-04,미분류,0,0,15,2,0.0465116279069767,0.75,1,0.75,0.583,0.583,21.8,27.8,17.1,8.6,0.0,0.0,2.127127127127127,9.48448448448448,11.036036036036034,1.301301301301301,1.051051051051051,6.381381381381381,28.45345345345345,33.108108108108105,3.903903903903904,3.153153153153152,35.36,6.63,56.0,12.0,32.0,49.99249127833099,50.00346556384723,28.73,28.73,-18.95,3
0F646F50F7,2025-10-04,뚝섬,1,1,52,4,0.1694352159468438,0.583,3,0.583,0.25,0.75,17.6,28.8,18.0,9.0,57.9,4.075841091,10.0302,16.644,8.4972,6.4386,2.19,12.8698,21.356,10.9028,8.2614,2.81,30.36,6.61,25.0,22.8,52.2,64.54439387288312,74.23988632950581,23.75,23.75,-4.712,1
3F9407A8C2,2025-10-04,미분류,0,0,93,5,0.3056478405315614,0.417,2,0.583,0.25,0.75,21.8,27.8,17.1,8.6,0.0,0.0,3.096,8.342,11.481,10.793,9.288,4.104,11.058,15.219,14.307,12.312,37.09,5.2,47.2,4.8,48.0,49.99249127833099,50.00346556384723,31.89,31.890000000000004,-2.716,3
6B7B1EE6FA,2025-10-04,성수,0,0,34,3,0.1096345514950166,0.583,1,0.75,0.417,0.75,43.0,41.9,18.0,7.8,0.0,0.0,10.8288,14.175200000000002,6.580000000000001,4.173600000000001,1.8424000000000005,17.9712,23.524800000000003,10.920000000000002,6.926400000000001,3.0576000000000003,30.37,4.91,28.6,35.7,35.7,20.911212254233764,23.980546634937504,25.46,25.46,-9.3496,0
E6BF54CE96,2025-10-04,뚝섬,1,1,40,3,0.1295681063122923,0.583,1,0.583,0.25,0.75,12.0,23.8,18.0,9.0,14.0,2.708050201,17.127,17.572500000000005,8.266500000000002,4.900500000000001,1.6335000000000002,17.473000000000003,17.927500000000002,8.433500000000002,4.999500000000001,1.6665000000000003,22.78,4.31,14.5,30.5,55.0,64.63680890880946,78.91839752327704,18.47,18.47,-0.355,0
18139EA68D,2025-10-04,뚝섬,0,0,17,2,0.0531561461794019,0.75,2,0.25,0.083,0.75,0.7,5.3,18.0,9.0,0.0,0.0,11.6633,15.9506,9.22,5.7625,3.5036,13.6367,18.6494,10.78,6.737500000000001,4.0964,21.94,2.65,24.324324324324323,17.81781781781782,57.85785785785785,92.426587805836,97.7190813945429,19.29,19.290000000000003,-2.6988,0
309BDE407B,2025-10-04,미분류,0,0,4,1,0.0099667774086378,0.917,1,0.583,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,6.485485485485485,14.937537537537535,9.12152152152152,7.908108108108107,3.3473473473473474,9.03003003003003,20.7981981981982,12.7003003003003,11.01081081081081,4.66066066066066,24.14,21.55,7.4,40.7,51.9,49.99249127833099,50.00346556384723,2.59,2.59,-5.8548,2
B918A3FB98,2025-10-04,성수,0,0,25,2,0.0797342192691029,0.583,1,0.583,0.417,0.75,19.9,28.9,18.0,7.8,0.0,0.0,9.2535,28.059,14.8653,4.7163,2.8059,6.2465,18.941,10.0347,3.1836999999999995,1.8941,35.42,4.41,26.926926926926924,3.8038038038038033,69.26926926926927,33.2289813552665,31.469052514844165,31.01,31.01,9.118,0
9C3EC0EDDC,2025-10-04,성수,0,0,52,4,0.1694352159468438,0.583,3,0.417,0.25,0.583,16.2,26.1,18.0,7.8,0.0,0.0,10.413299999999998,16.681499999999996,3.740699999999999,1.8871999999999995,0.9772999999999998,20.486699999999995,32.81849999999999,7.359299999999999,3.7128,1.9227,30.71,12.56,9.1,8.0,82.9,86.2919622022503,79.71027886237091,18.15,18.15,-16.137,0
6FB12F3636,2025-10-04,왕십리,0,1,20,2,0.0631229235880398,0.75,1,0.75,0.75,0.75,70.5,66.7,18.0,9.4,92.2,4.534747722,18.45434565434565,17.32777222777223,8.100599400599402,8.36883116883117,1.4484515484515486,15.911288711288712,14.93996003996004,6.984315684315684,7.215584415584416,1.248851148851149,26.52,4.55,48.27280779450841,11.426040744021256,40.301151461470326,8.216274287826629,10.237853198715433,21.97,21.97,2.3902,1
B8F11300C9,2025-10-04,미분류,0,0,24,2,0.0764119601328903,0.583,1,0.75,0.75,0.583,21.8,27.8,17.1,8.6,0.0,0.0,25.765300000000003,10.322,1.0322,1.5483,1.0322,39.1347,15.678,1.5678,2.3517,1.5678,5.19,9.09,32.79279279279279,9.90990990990991,57.2972972972973,49.99249127833099,50.00346556384723,-3.9,-3.899999999999999,-5.356,0
434671439E,2025-10-04,성수,0,1,38,3,0.1229235880398671,0.583,5,0.083,0.083,0.583,1.3,7.3,18.0,7.8,2.2,1.16315081,15.44055944055944,3.871328671328671,1.118881118881119,1.7454545454545456,0.2237762237762237,53.49050949050949,13.411388611388611,3.876123876123876,6.046753246753248,0.7752247752247753,10.84,10.7,4.3,3.9,91.8,98.60337776956312,89.77543146269899,0.14,0.1400000000000005,-9.5496,0
7162A93F6B,2025-10-04,한양대,0,0,26,2,0.0830564784053156,0.583,2,0.417,0.083,0.75,10.1,38.2,18.0,11.3,0.0,0.0,26.644800000000004,4.568900000000001,4.0992,5.935300000000001,1.4518000000000002,35.75520000000001,6.131100000000001,5.500800000000001,7.964700000000001,1.9482000000000004,56.45,4.85,25.27472527472528,7.992007992007992,66.73326673326673,80.13250005775939,91.82762285423838,51.6,51.6,-1.5622,0
BF9955B7C9,2025-10-04,성수,0,1,32,3,0.1029900332225913,0.583,5,0.583,0.417,0.583,19.1,28.6,18.0,7.8,3.2,1.435084525,14.592599999999996,15.677999999999995,5.467199999999999,3.859199999999999,0.6029999999999999,21.7074,23.322,8.132799999999998,5.740799999999999,0.8969999999999999,25.31,5.67,13.5,11.5,75.0,34.35644479356792,23.76452648845968,19.64,19.64,-7.644,0
0FAD4CAABE,2025-10-04,미분류,0,0,6,1,0.0166112956810631,0.917,2,0.917,0.917,0.917,21.8,27.8,17.1,8.6,0.0,0.0,13.7023196310137,19.57474233001957,3.9149484660039153,1.9574742330019577,1.6603421491816606,19.964313369019965,28.52044767002852,5.704089534005704,2.852044767002852,2.1492778507221493,11.11,7.28,25.111856823266216,12.08053691275168,62.807606263982095,49.99249127833099,50.00346556384723,11.11,3.829999999999999,-9.3,0
D0C8ACE492,2025-10-04,답십리,0,0,2,1,0.0033222591362126,0.917,1,0.917,0.583,0.917,88.1,77.3,18.0,7.7,0.0,0.0,34.050000000000004,13.62,6.8100000000000005,6.8100000000000005,6.8100000000000005,15.95,6.380000000000001,3.1900000000000004,3.1900000000000004,3.1900000000000004,56.25,12.5,22.0576773187841,15.58846453624318,62.35385814497272,7.175449945706166,12.201672712150268,43.75,43.75,7.24,3
591CBB3B43,2025-10-04,성수,0,0,159,6,0.5249169435215947,0.25,3,0.583,0.417,0.75,27.9,33.8,18.0,7.8,0.0,0.0,4.0474,5.6938,7.580300000000001,10.8045,6.174,7.7526,10.9062,14.519699999999998,20.6955,11.826,35.66,5.42,37.7,16.4,45.9,29.411085183559365,35.528960561883416,30.24,30.239999999999995,-5.2124,3
7A29E2FB9F,2025-10-04,미분류,0,0,54,4,0.1760797342192691,0.417,3,0.25,0.083,0.75,21.8,27.8,17.1,8.6,0.0,0.0,12.931468531468528,22.53356643356643,7.913286713286713,3.763636363636364,1.158041958041958,13.841758241758242,24.119780219780218,8.47032967032967,4.0285714285714285,1.2395604395604394,38.09,5.63,13.486513486513488,25.77422577422578,60.739260739260736,49.99249127833099,50.00346556384723,32.46,32.46,-1.5878,0
41FCF57F43,2025-10-04,장한평자동차,0,1,14,2,0.0431893687707641,0.75,1,0.75,0.583,0.75,54.0,38.7,18.0,6.7,25.7,3.284663565,4.249,12.3828,14.0217,15.296400000000002,14.750100000000002,2.7510000000000003,8.017200000000003,9.078300000000002,9.903600000000004,9.5499,40.78,8.74,7.7,23.1,69.2,18.515930041817803,22.74449552942264,32.04,32.04,4.3656,3
C76B1790F8,2025-10-04,뚝섬,0,1,33,3,0.1063122923588039,0.583,4,0.583,0.417,0.75,22.8,32.7,18.0,9.0,22.9,3.173878459,8.9683,17.902500000000003,3.7169,2.557500000000001,0.9548,17.3317,34.597500000000004,7.1831000000000005,4.942500000000001,1.8452000000000004,28.41,6.89,30.369630369630368,12.687312687312687,56.94305694305695,34.485248249890255,32.77441489730379,21.52,21.52,-16.695,0
424ABA9D67,2025-10-04,뚝섬,0,0,59,4,0.1926910299003322,0.417,1,0.417,0.083,0.75,9.8,22.0,18.0,9.0,0.0,0.0,10.8511,21.7513,8.4943,6.0393,1.964,11.2489,22.5487,8.8057,6.2607,2.036,32.69,5.54,15.1,28.9,56.0,72.30783448467065,86.00085483908232,27.15,27.15,-0.7974,0
96728A7226,2025-10-04,뚝섬,0,1,22,2,0.0697674418604651,0.583,4,0.583,0.417,0.583,17.2,28.4,18.0,9.0,1.7,0.993251773,9.95975975975976,4.335235235235235,0.4512512512512513,1.1603603603603605,0.1933933933933934,51.90210210210211,22.591691691691693,2.351551551551552,6.046846846846847,1.007807807807808,7.78,8.4,4.5,7.3,88.2,68.34322944343045,33.96830164267726,-0.62,-0.6200000000000001,-18.2382,0
8D18C2E99F,2025-10-04,왕십리,0,1,6,1,0.0166112956810631,0.917,4,0.583,0.25,0.75,36.2,46.6,18.0,9.4,1.1,0.741937345,7.295400000000001,9.2254,8.2218,7.8358,6.0216,11.6046,14.674599999999998,13.0782,12.4642,9.5784,19.21,11.32,42.7,11.1,46.2,36.813529561259614,73.75412979691795,7.89,7.890000000000001,-5.4492,3
36E3A686C1,2025-10-04,금남시장,0,0,38,3,0.1229235880398671,0.583,2,0.917,0.917,0.917,90.0,81.3,18.0,8.9,0.0,0.0,13.509279091031532,13.4281293100166,6.933532760246155,5.047198144693243,1.9618016387936872,18.986264206184096,21.10144347730221,9.280625376127531,7.212215201490702,2.5395107941142547,27.035,7.28,25.111856823266216,12.08053691275168,62.807606263982095,0.0,0.0,100.0,19.755,0.0,3
BC3B472D8E,2025-10-04,한양대,0,0,71,4,0.2325581395348837,0.417,4,0.083,0.083,0.583,1.7,15.0,18.0,11.3,0.0,0.0,16.664464464464462,4.697697697697696,1.1373373373373372,1.928528528528528,0.2719719719719718,50.803003003003,14.321321321321316,3.467267267267266,5.879279279279278,0.8291291291291291,17.19,10.16,22.22222222222222,4.504504504504505,73.27327327327328,97.95416214218054,90.2681191229813,7.03,7.030000000000001,-9.614,0
2C2BF9EB44,2025-10-04,왕십리,1,1,2,1,0.0033222591362126,0.917,1,0.583,0.083,0.75,53.6,57.9,18.0,9.4,3.7,1.547562509,13.374025974025974,16.532467532467532,10.75844155844156,6.020779220779221,2.7142857142857144,13.6989010989011,16.934065934065938,11.01978021978022,6.167032967032967,2.78021978021978,44.99,23.91,38.2,28.7,33.1,68.42062703601876,83.30984451170205,21.08,21.08,-0.402,2
40876D8589,2025-10-04,미분류,0,1,41,3,0.132890365448505,0.583,3,0.417,0.083,0.75,21.8,27.8,17.1,8.6,12.7,2.617395833,11.817,24.2775,12.4605,7.254,2.691,8.383,17.2225,8.8395,5.146,1.909,28.05,6.14,10.7,21.4,67.9,49.99249127833099,50.00346556384723,21.91,21.91,7.055,0
65D60A05BA,2025-10-04,뚝섬,0,0,8,1,0.0232558139534883,0.75,4,0.417,0.083,0.75,5.3,16.1,18.0,9.0,0.0,0.0,9.4308,14.8248,6.2988,2.6448,1.6008000000000002,17.6692,27.7752,11.8012,4.9552,2.9992,24.52,7.7,8.8,25.8,65.4,88.24769540004158,85.37763094055403,16.82,16.82,-12.9504,0
D01DF9EC5F,2025-10-04,미분류,0,0,28,2,0.0897009966777408,0.583,2,0.917,0.917,0.917,21.8,27.8,17.1,8.6,0.0,0.0,7.7624,17.747099999999996,2.2223,1.3459,2.2223,17.0376,38.95289999999999,4.877699999999999,2.9540999999999995,4.877699999999999,19.69,7.28,25.111856823266216,12.08053691275168,62.807606263982095,49.99249127833099,50.00346556384723,19.69,12.41,-21.2058,0
2C72D19DB4,2025-10-04,금남시장,1,1,38,3,0.1229235880398671,0.583,2,0.417,0.083,0.75,5.4,10.7,18.0,8.9,42.5,3.772760938,9.303296703296702,14.907692307692304,13.674725274725274,12.385714285714284,5.828571428571427,7.28011988011988,11.665734265734264,10.7008991008991,9.69220779220779,4.561038961038961,34.61,4.62,66.3,4.7,29.0,81.31252454774392,92.28854284592104,29.99,29.99,3.2452,1
C7F49C4961,2025-10-04,뚝섬,0,0,87,5,0.2857142857142857,0.417,2,0.417,0.25,0.75,15.0,26.7,18.0,9.0,0.0,0.0,9.0882,23.0571,13.464,7.573499999999999,2.9172,7.1118,18.0429,10.536,5.9265,2.2828,36.27,5.2,6.0,45.8,48.2,70.62934639465841,73.15863040916757,31.07,31.070000000000004,5.0142,0
7E63F9E0CF,2025-10-04,뚝섬,0,0,16,2,0.0498338870431893,0.75,1,0.75,0.583,0.583,60.6,53.4,18.0,9.0,0.0,0.0,7.647447447447448,9.03983983983984,1.970770770770771,1.7993993993993995,0.9425425425425424,28.088288288288283,33.2024024024024,7.238438438438438,6.609009009009009,3.4618618618618617,15.45,8.54,39.1,26.1,34.8,15.117367095626458,14.458909964651248,6.91,6.91,-24.1384,0
BE9777DE4A,2025-10-04,미분류,1,0,7,1,0.0199335548172757,0.75,1,0.417,0.083,0.75,21.8,27.8,17.1,8.6,0.0,0.0,8.973673673673675,14.91801801801802,12.746046046046049,11.945845845845849,8.516416416416417,6.7420420420420415,11.208108108108108,9.576276276276278,8.975075075075077,6.398498498498499,30.27,9.2,56.7,8.0,35.3,49.99249127833099,50.00346556384723,21.07,21.07,3.7062,3
365914E11C,2025-10-04,미분류,0,0,29,2,0.0930232558139534,0.583,1,0.75,0.417,0.75,21.8,27.8,17.1,8.6,0.0,0.0,14.12,28.6636,14.261200000000002,11.0842,2.471,5.88,11.9364,5.9388,4.6158,1.029,55.82,2.38,26.1,43.5,30.4,49.99249127833099,50.00346556384723,53.44,53.44,16.7272,3
50A34DE644,2025-10-04,뚝섬,0,0,48,3,0.1561461794019933,0.583,1,0.417,0.083,0.75,7.3,18.9,18.0,9.0,0.0,0.0,16.2032,26.8304,12.9888,7.9376,1.6399999999999997,8.4968,14.0696,6.8112,4.1624,0.86,46.43,5.4,13.1,40.5,46.4,82.52142873645542,93.84746898320356,41.03,41.03,12.7608,0
5A51AD1FF1,2025-10-04,왕십리,1,0,23,2,0.0730897009966777,0.583,2,0.417,0.083,0.917,4.6,18.7,18.0,9.4,0.0,0.0,15.499999999999996,19.902,12.523999999999996,9.237999999999998,4.835999999999999,9.499999999999998,12.198,7.675999999999999,5.661999999999999,2.9639999999999995,38.86,3.6,47.0,15.6,37.4,81.15541898666912,94.08139454289211,35.26,35.26,7.704,3
6930EE8A71,2025-10-04,왕십리,1,1,31,3,0.0996677740863787,0.583,2,0.083,0.083,0.75,0.7,3.8,18.0,9.4,0.1,0.09531018,19.9386,9.237799999999998,4.179999999999999,5.642999999999999,2.8006,27.76139999999999,12.862199999999998,5.819999999999999,7.856999999999998,3.899399999999999,25.63,7.06,32.2,5.0,62.8,99.5003812120232,99.5003812120232,18.57,18.57,-3.6244,0
966680A20F,2025-10-04,뚝섬,1,0,45,3,0.1461794019933555,0.583,2,0.25,0.083,0.75,1.9,9.7,18.0,9.0,0.0,0.0,16.8861,14.6157,8.041,6.0071,1.7501,18.8139,16.2843,8.959,6.6929,1.9499,21.89,5.53,24.0,13.6,62.4,91.12353579927456,97.67345147055426,16.36,16.36,-1.6686,0
AD0F358619,2025-10-04,성수,0,1,29,2,0.0930232558139534,0.583,1,0.583,0.417,0.583,26.5,32.9,18.0,7.8,7.2,2.104134154,16.288000000000004,12.9286,9.162000000000004,6.1080000000000005,6.413400000000001,15.712000000000002,12.4714,8.838,5.892000000000001,6.186600000000001,38.08,3.97,29.729729729729726,29.729729729729726,40.54054054054054,27.19658988517432,26.00847907954624,34.11,34.11,0.4572,3
B2319196A9,2025-10-04,미분류,1,0,13,2,0.0398671096345514,0.75,2,0.417,0.083,0.917,21.8,27.8,17.1,8.6,0.0,0.0,11.5258,13.5811,7.2943,5.239,2.6598,17.0742,20.1189,10.8057,7.761,3.9402,37.5,5.01,39.0,7.3,53.7,49.99249127833099,50.00346556384723,32.49,32.49,-6.5378,0
90644ECF42,2025-10-04,미분류,0,0,40,3,0.1295681063122923,0.583,1,0.917,0.75,0.75,21.8,27.8,17.1,8.6,0.0,0.0,1.789289289289289,5.973473473473474,11.36886886886887,6.579079079079079,1.789289289289289,4.717217217217217,15.748248248248249,29.97247247247247,17.344844844844847,4.717217217217217,24.32,2.7,32.02049311559398,32.02049311559398,35.959013768812035,49.99249127833099,50.00346556384723,21.62,21.62,-9.765,3
CA4D5857BC,2025-10-04,성수,0,0,113,5,0.3720930232558139,0.25,2,0.417,0.083,0.917,4.2,14.7,18.0,7.8,0.0,0.0,14.835964035964036,19.215584415584416,11.003796203796204,6.788411588411589,2.9562437562437567,12.236963036963038,15.849350649350647,9.076123876123878,5.5992007992008,2.438361638361638,40.79,4.78,17.882117882117882,31.26873126873127,50.849150849150845,84.27153847931058,95.20077166555,36.01,36.01,3.3696,0
9041A4EB80,2025-10-04,뚝섬,0,1,2,1,0.0033222591362126,0.917,5,0.583,0.25,0.75,63.1,54.7,18.0,9.0,1.2,0.78845736,11.3828,18.0752,10.8108,8.7516,8.1796,8.5172,13.5248,8.0892,6.5484,6.1204,28.18,38.12,12.2,29.3,58.5,32.88184737656817,64.93253702377378,-9.94,-9.939999999999998,4.5504,2
378C662D8E,2025-10-04,성수,0,0,17,2,0.0531561461794019,0.75,1,0.417,0.417,0.583,32.0,36.2,18.0,7.8,0.0,0.0,11.08567134268537,4.373246492985972,1.8916833667334667,2.583266533066132,0.3661322645290581,43.52354709418838,17.169839679358716,7.426953907815631,10.142184368737476,1.4374749498997996,9.68,20.67,5.6,1.4,93.0,74.89892105445556,62.86186262504909,-10.99,-10.990000000000002,-12.771,2
943BBD5F30,2025-10-04,뚝섬,0,0,23,2,0.0730897009966777,0.583,1,0.75,0.417,0.75,56.2,45.1,16.2,9.0,0.0,0.0,10.2544,20.2436,8.5748,3.315,1.8122,12.945600000000002,25.5564,10.8252,4.185,2.2878,53.14,6.69,22.2,31.1,46.7,13.709770579673314,71.51884111544948,46.45,46.45,-5.3128,0
